rate_unemployment,percent_college,percent_married,median_income,percent_lunch,average_act
0.0580137659783677,0.643315998776384,0.682879377431907,57997.0,0.327913279132791,21.5
0.0678899082568807,0.617396593673966,0.813627254509018,57113.0,0.397476340694006,19.6153846153846
0.044893762851268,0.825229513770826,0.942261427425822,68479.0,0.272198731501057,21.0
0.119583104772353,0.674866310160428,0.639824304538799,54637.0,0.487875848690592,17.6
0.0866794136392607,0.599652375434531,0.697380307136405,51375.0,0.454434250764526,19.004884004884
0.118131203098523,0.56326318524292,0.526901669758813,42384.0,0.53552790044159,18.1990231990232
0.0964360587002096,0.411919368974584,0.162376237623762,26931.0,0.779527559055118,16.1
0.159695817490494,0.408415841584158,0.343321917808219,22839.0,0.873096446700508,15.5372405372405
0.0930122757318225,0.570223534373682,0.648300117233294,66290.0,0.319236016371078,19.1025641025641
0.18039373242266,0.561074319352465,0.457956015523933,42794.0,0.992462311557789,12.7045177045177
0.104841295286951,0.799293513166346,0.613314447592068,70357.0,0.0864240727781665,24.7
0.0493552690084482,0.646994134897361,0.708393632416787,51398.0,0.221311475409836,20.2356532356532
,,,,0.614074914869467,16.2
0.120253164556962,0.387337057728119,0.565380997177799,38452.0,0.426858513189448,20.7387057387057
0.114259597806216,0.717627401837928,0.509677419354839,50364.0,0.106399091253313,26.9413919413919
0.100887282287217,0.553204729309272,0.706683168316832,58583.0,0.300453982666116,22.985347985348
0.0795559666975023,0.380523731587561,0.281927710843373,25174.0,0.372521246458924,21.3
0.0416666666666667,0.535505430242272,0.80925778132482,60585.0,0.200626959247649,23.6
0.0546500479386385,0.665406427221172,0.762254901960784,82361.0,0.211091234347048,20.4945054945055
0.0770465489566613,0.672458731537793,0.373295046661881,53409.0,0.440491875274484,18.1208791208791
0.0498707055781308,0.758076094759512,0.805295950155763,66921.0,0.42997542997543,19.7
0.00738396624472574,0.888853804862646,0.73791170287316,67564.0,0.607536764705882,17.0
0.037914691943128,0.839123867069486,0.0,69583.0,0.639130434782609,20.4456654456654
0.0326659641728135,0.742556917688266,0.898625429553265,65943.0,0.207219251336898,21.3
0.10275380189067,0.569466248037677,0.663745019920319,37983.0,0.182284980744544,21.971916971917
0.0249903883121876,0.701241782322863,0.825783972125436,52970.0,,22.0
0.0858652575957728,0.274298056155508,0.530759951749095,45313.0,0.416282642089094,18.5
0.135240572171652,0.432318992654774,0.586291309669523,24957.0,0.440347071583514,20.6166056166056
0.136056838365897,0.390337877889745,0.404795486600846,33486.0,0.527746319365798,19.1269841269841
0.130605381165919,0.400242718446602,0.582293523469994,52409.0,0.348623853211009,20.7338217338217
0.329,0.482442748091603,0.259206798866856,44500.0,0.985576923076923,14.4
0.104775687409551,0.939973082099596,0.819004524886878,105449.0,0.838414634146341,14.8290598290598
0.105805958747135,0.390419161676647,0.506329113924051,43477.0,0.156284153005464,22.2527472527473
0.3,0.198752228163993,,,0.698795180722892,18.0525030525031
